num__AGE,num__PTEDUCAT,num__CDGLOBAL,num__CDRSB,num__MMSCORE,cat__PTGENDER_Female,cat__PTGENDER_Male,cat__PTETHCAT_Hispanic or Latino,cat__PTETHCAT_Not Hispanic or Latino,cat__PTETHCAT_Unknown,cat__PTRACCAT_American Indian or Alaskan Native,cat__PTRACCAT_Asian,cat__PTRACCAT_Black or African American,cat__PTRACCAT_More than one race,cat__PTRACCAT_Native Hawaiian or Other Pacific Islander,cat__PTRACCAT_Unknown,cat__PTRACCAT_White,cat__APOE_ε2/ε3,cat__APOE_ε2/ε4,cat__APOE_ε3/ε3,cat__APOE_ε3/ε4,cat__APOE_ε4/ε4
-1.6454179,-0.3242838,0.006143547,0.6617975,-1.5795705,-0.24822867,-0.039104607,-0.007469262,-0.011078062,-0.0006358824,0.0,0.0029587648,-0.0049574003,0.0,0.0,0.0,0.05748793,0.050910216,-0.004737562,0.10123697,0.16718313,-0.06658129
0.3194489,-0.09079555,0.007525652,-0.8930121,0.39963442,-0.002087296,-0.016205389,0.00115377,-0.0015680443,-0.0006358824,0.0,0.0035829504,-0.05303369,0.0,0.0,0.0,0.049262453,0.04799568,0.0026981696,-0.26793644,-0.07974485,-0.05736167
-0.7309293,-0.1287869,0.0065891603,0.8759802,0.10925938,0.00023198582,0.0033640058,-0.00076546095,-0.005050977,-0.0006358824,0.0,0.0031018541,-0.0047304467,0.0,0.0,0.0,0.06494467,0.064305976,0.001835485,0.15831189,0.14776888,-0.04230357
-2.2765167,-0.1354558,0.00545459,-0.36677134,-1.0068508,0.02316016,0.014634823,-0.025270779,-0.0010002246,-0.0006358824,0.0,0.0030935877,-0.004583054,0.0,0.0,0.0,0.04645918,-1.9369868,-0.006405785,0.02114952,-0.037696395,-0.07732839
-0.8170148,-0.03827192,0.0071353326,0.76717216,0.15102391,0.035894074,0.0025271284,0.00087299466,-0.01047248,-0.0006358824,0.0,0.0030633637,-0.010911343,0.0,0.0,0.0,0.05636019,0.06591412,0.0025573235,0.09715032,0.062292844,-0.04478945
0.12689285,-0.36241165,0.0063194875,-0.34263727,0.5462542,-0.060559276,-0.016824037,0.0032355585,0.00037549567,-0.0006358824,0.0,0.00325317,-0.009533118,0.0,0.0,0.0,0.07853305,0.05388983,0.001483309,0.15877438,-0.050622378,0.26417568
-0.10255585,-0.6274401,0.0067015896,-0.7328795,0.19841842,-0.0769899,-0.015299171,0.0032355585,0.0011240338,-0.0006358824,0.0,0.0031678744,-0.0052375486,0.0,0.0,0.0,0.060983982,0.053472783,0.0012475555,0.09475642,0.047408335,-0.06909808
-1.8803648,-0.72684175,0.0060888696,-0.5927928,-0.26254722,-0.057756416,-0.011880836,-0.0063787834,-0.0035992286,-0.0006358824,0.0,0.003289525,-0.0049446467,0.0,0.0,0.0,0.0562,0.04527416,-0.005547159,0.2445292,0.11065827,-0.0820133
-0.39309525,-0.50329995,0.0067015896,-0.6198078,1.0268657,0.009837384,-0.013301284,0.00442395,0.0019559325,-0.0006358824,0.0,0.003210032,-0.0060975244,0.0,0.0,0.0,0.08653364,0.049332447,0.0012916706,-0.27596796,-0.06892935,-0.07219767
-0.3866599,-0.41144705,0.0067015896,-0.63871413,0.97492296,0.014046717,0.018559668,-0.32012123,-0.09319423,-0.0006358824,0.0,0.0029554174,-0.0064578606,0.0,0.0,0.0,0.086376205,0.052298855,0.0019891364,0.117323145,0.06420676,-0.07164692
